	Unnamed: 0	accuracy	block	eight_IKI	five_IKI	four_IKI	max_time	move_offset	move_onset	movement_time	one_IKI	one_RT	pressed	rew_onset	reward	seq_keys	seq_start	sequence	seven_IKI	six_IKI	subject	three_IKI	too_slow	two_IKI
89	89	0	3		404.0	104.0	1326.0	283586	282058	1024	273.0	273	[3, 2, 4, 1, 2, 4, 3, 2]	278054	30	[3, 2, 4, 1, 2, 4, 3, 1]	281785	A	103.0	152.0	104	113.0	0	113.0
0	0	1	4	123.0	159.0	132.0	1531.0	10256	9253	1003	298.0	298	[3, 2, 4, 1, 2, 4, 3, 1]	5224	30	[3, 2, 4, 1, 2, 4, 3, 1]	8955	A	110.0	210.0	104	158.0	0	111.0
1	1	1	4	300.0	210.0	84.0	1765.0	21073	19886	1187	296.0	296	[2, 1, 4, 2, 3, 4, 1, 3]	15459	5	[2, 1, 4, 2, 3, 4, 1, 3]	19590	B	128.0	192.0	104	190.0	0	83.0
2	2	0	4			63.0	1531.0	30491	29125	862	247.0	247	[3, 2, 4, 1, 4]	24747	10	[3, 2, 4, 1, 2, 4, 3, 1]	28878	A			104	174.0	0	100.0
3	3	0	4		265.0	94.0	1531.0	40679	39321	853	337.0	337	[3, 2, 4, 1, 2, 2]	34153	10	[3, 2, 4, 1, 2, 4, 3, 1]	38984	A			104	163.0	0	112.0
4	4	0	4		429.0	140.0	1765.0	49825	48029	1288	354.0	354	[2, 1, 4, 2, 3, 4, 1, 2]	43945	30	[2, 1, 4, 2, 3, 4, 1, 3]	47675	B	139.0	149.0	104	150.0	0	124.0
5	5	1	4	152.0	165.0	114.0	1765.0	58627	57531	1096	353.0	353	[2, 1, 4, 2, 3, 4, 1, 3]	53447	5	[2, 1, 4, 2, 3, 4, 1, 3]	57178	B	222.0	142.0	104	195.0	0	106.0
6	6	0	4		164.0	111.0	1765.0	67930	66646	777	320.0	320	[2, 1, 4, 2, 3, 4, 3]	62195	10	[2, 1, 4, 2, 3, 4, 1, 3]	66326	B		122.0	104	186.0	0	90.0
7	7	1	4	142.0	155.0	86.0	1531.0	75528	74504	1024	314.0	314	[3, 2, 4, 1, 2, 4, 3, 1]	70659	5	[3, 2, 4, 1, 2, 4, 3, 1]	74190	A	41.0	344.0	104	146.0	0	110.0
8	8	1	4	128.0	142.0	105.0	1531.0	84550	83464	1086	404.0	404	[3, 2, 4, 1, 2, 4, 3, 1]	79229	30	[3, 2, 4, 1, 2, 4, 3, 1]	83060	A	55.0	371.0	104	169.0	0	116.0
9	9	0	4				1765.0	93453	92584	364	296.0	296	[2, 1, 2]	88556	10	[2, 1, 4, 2, 3, 4, 1, 3]	92288	B			104		0	99.0
10	10	0	4		245.0	377.0	1765.0	102971	101110	1242	407.0	407	[2, 1, 4, 2, 3, 4, 1]	97172	10	[2, 1, 4, 2, 3, 4, 1, 3]	100703	B	170.0	113.0	104	217.0	1	120.0
11	11	1	4	165.0	77.0	117.0	1531.0	111962	110914	1048	387.0	387	[3, 2, 4, 1, 2, 4, 3, 1]	106502	10	[3, 2, 4, 1, 2, 4, 3, 1]	110527	A	76.0	317.0	104	176.0	0	120.0
12	12	1	4	143.0	374.0	116.0	1765.0	120847	119620	1227	316.0	316	[2, 1, 4, 2, 3, 4, 1, 3]	115572	5	[2, 1, 4, 2, 3, 4, 1, 3]	119304	B	123.0	179.0	104	147.0	0	145.0
13	13	0	4		454.0	113.0	1531.0	130180	128487	1083	341.0	341	[3, 2, 4, 1, 2, 4, 3]	124315	30	[3, 2, 4, 1, 2, 4, 3, 1]	128146	A	105.0	167.0	104	135.0	1	109.0
14	14	1	4	148.0	332.0	137.0	1765.0	140124	138874	1250	302.0	302	[2, 1, 4, 2, 3, 4, 1, 3]	134240	30	[2, 1, 4, 2, 3, 4, 1, 3]	138572	B	169.0	139.0	104	137.0	0	188.0
15	15	1	4	148.0	166.0	141.0	1765.0	148870	147824	1046	303.0	303	[2, 1, 4, 2, 3, 4, 1, 3]	143990	10	[2, 1, 4, 2, 3, 4, 1, 3]	147521	B	147.0	173.0	104	136.0	0	135.0
16	16	0	4				1765.0	158996	158414	75	338.0	338	[2, 3]	152744	30	[2, 1, 4, 2, 3, 4, 1, 3]	158076	B			104		0	
17	17	1	4	155.0	131.0	115.0	1531.0	167295	166195	1100	339.0	339	[3, 2, 4, 1, 2, 4, 3, 1]	161825	30	[3, 2, 4, 1, 2, 4, 3, 1]	165856	A	74.0	328.0	104	166.0	0	131.0
18	18	0	4		204.0	108.0	1531.0	176369	174835	985	502.0	502	[3, 2, 4, 1, 2, 4]	170801	5	[3, 2, 4, 1, 2, 4, 3, 1]	174333	A		373.0	104	160.0	1	140.0
19	19	1	4	152.0	122.0	108.0	1531.0	185777	184653	1124	293.0	293	[3, 2, 4, 1, 2, 4, 3, 1]	179429	5	[3, 2, 4, 1, 2, 4, 3, 1]	184360	A	78.0	332.0	104	151.0	0	181.0
20	20	1	4	145.0	343.0	105.0	1531.0	194281	193176	1105	363.0	363	[3, 2, 4, 1, 2, 4, 3, 1]	189282	30	[3, 2, 4, 1, 2, 4, 3, 1]	192813	A	87.0	168.0	104	149.0	0	108.0
21	21	1	4	155.0	151.0	114.0	1531.0	202822	201749	1073	336.0	336	[3, 2, 4, 1, 2, 4, 3, 1]	197882	10	[3, 2, 4, 1, 2, 4, 3, 1]	201413	A	82.0	269.0	104	181.0	0	121.0
22	22	1	4	174.0	187.0	130.0	1765.0	212405	211323	1082	363.0	363	[2, 1, 4, 2, 3, 4, 1, 3]	207129	30	[2, 1, 4, 2, 3, 4, 1, 3]	210960	B	158.0	178.0	104	171.0	0	84.0
23	23	1	4	125.0	62.0	123.0	1531.0	221518	220491	1027	378.0	378	[3, 2, 4, 1, 2, 4, 3, 1]	216482	5	[3, 2, 4, 1, 2, 4, 3, 1]	220113	A	107.0	320.0	104	190.0	0	100.0
24	24	1	4	149.0	431.0	74.0	1531.0	230945	229783	1162	331.0	331	[3, 2, 4, 1, 2, 4, 3, 1]	225623	10	[3, 2, 4, 1, 2, 4, 3, 1]	229452	A	98.0	158.0	104	138.0	0	114.0
25	25	0	4		240.0	130.0	1765.0	240948	239226	1115	546.0	546	[2, 1, 4, 2, 3, 4, 1]	234950	30	[2, 1, 4, 2, 3, 4, 1, 3]	238680	B	240.0	129.0	104	239.0	1	137.0
26	26	1	4	163.0	187.0	128.0	1765.0	249576	248450	1126	341.0	341	[2, 1, 4, 2, 3, 4, 1, 3]	243677	5	[2, 1, 4, 2, 3, 4, 1, 3]	248109	B	194.0	175.0	104	152.0	0	126.0
27	27	1	4	243.0	182.0	127.0	1765.0	258942	257826	1116	448.0	448	[2, 1, 4, 2, 3, 4, 1, 3]	253746	5	[2, 1, 4, 2, 3, 4, 1, 3]	257378	B	153.0	176.0	104	132.0	0	103.0
28	28	0	4		198.0	133.0	1765.0	269102	267697	900	356.0	356	[2, 1, 4, 2, 3, 1]	262809	10	[2, 1, 4, 2, 3, 4, 1, 3]	267341	B			104	128.0	0	116.0
29	29	1	4	131.0	86.0	138.0	1531.0	277472	276401	1071	339.0	339	[3, 2, 4, 1, 2, 4, 3, 1]	272030	5	[3, 2, 4, 1, 2, 4, 3, 1]	276062	A	98.0	345.0	104	130.0	0	143.0
