	Unnamed: 0	accuracy	block	cue_onset	eight_IKI	five_IKI	four_IKI	max_time	move_offset	move_onset	movement_time	one_IKI	one_RT	pressed	seq_keys	seq_start	sequence	seven_IKI	six_IKI	subject	three_IKI	too_slow	two_IKI
250	250	0	8	32812			291.0	3000	38004	36280	1219	438.0	438	[1, 4, 2, 3, 1]	[1, 4, 2, 3, 2, 4, 3, 1]	35842	random			103	340.0	0	374.0
251	251	1	8	39335	104.0	170.0	146.0	3000	43648	42761	887	395.0	395	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	42366	B	125.0	107.0	103	95.0	0	140.0
252	252	0	8	45184			93.0	3000	49756	48719	530	405.0	405	[4, 3, 1, 4, 3]	[4, 3, 1, 4, 2, 3, 1, 2]	48314	A			103	107.0	0	107.0
253	253	1	8	50957	114.0	196.0	114.0	3000	55585	54696	889	308.0	308	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	54388	A	140.0	85.0	103	109.0	0	131.0
254	254	1	8	57131	89.0	188.0	84.0	3000	61374	60518	856	357.0	357	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	60161	A	171.0	88.0	103	120.0	0	116.0
255	255	1	8	63110	108.0	170.0	156.0	3000	68378	67352	1026	311.0	311	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	67041	B	106.0	170.0	103	142.0	0	174.0
256	256	1	8	70024	70.0	165.0	100.0	3000	74642	73851	791	396.0	396	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	73455	A	162.0	68.0	103	100.0	0	126.0
257	257	0	8	76179		419.0	309.0	3000	82962	80139	2318	430.0	430	[1, 2, 3, 4, 3, 2, 1]	[1, 2, 3, 4, 3, 2, 4, 1]	79709	random		558.0	103	338.0	0	483.0
258	258	1	8	84265	108.0	191.0	119.0	3000	88853	87912	941	415.0	415	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	87497	A	154.0	123.0	103	119.0	0	127.0
259	259	1	8	91284	87.0	149.0	113.0	3000	95751	94889	862	375.0	375	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	94514	A	155.0	111.0	103	126.0	0	121.0
260	260	1	8	97288	68.0	115.0	83.0	3000	101435	100694	741	376.0	376	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	100318	A	144.0	113.0	103	98.0	0	120.0
261	261	1	8	103367	71.0	139.0	96.0	3000	107644	106871	773	373.0	373	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	106498	A	166.0	84.0	103	85.0	0	132.0
262	262	1	8	109581	65.0	140.0	107.0	3000	113765	112990	775	378.0	378	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	112612	A	166.0	86.0	103	89.0	0	122.0
263	263	0	8	116199				3000	121352	120847	0		716	[4]	[3, 4, 2, 1, 4, 1, 3, 2]	120131	random			103		0	
264	264	1	8	122350	57.0	189.0	118.0	3000	127195	126352	843	371.0	371	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	125981	A	148.0	75.0	103	108.0	0	148.0
265	265	0	8	128926			360.0	3000	134427	132463	1460	406.0	406	[3, 1, 4, 2, 3]	[3, 1, 4, 2, 4, 1, 2, 3]	132057	random			103	370.0	0	433.0
266	266	1	8	135427	72.0	150.0	136.0	3000	139824	139035	789	376.0	376	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	138659	A	156.0	73.0	103	90.0	0	112.0
267	267	1	8	142263	88.0	388.0	181.0	3000	147450	145744	1706	451.0	451	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	145293	B	151.0	535.0	103	172.0	0	191.0
268	268	1	8	149380	62.0	185.0	115.0	3000	154463	153599	864	388.0	388	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	153211	A	146.0	57.0	103	147.0	0	152.0
269	269	0	8	156398		448.0	393.0	3000	163132	160100	2412	471.0	471	[2, 1, 4, 3, 4, 2, 3]	[2, 1, 4, 3, 4, 2, 3, 1]	159629	random	319.0	281.0	103	398.0	1	573.0
270	270	1	8	164631	129.0	403.0	296.0	3000	169448	168045	1403	384.0	384	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	167661	B	125.0	108.0	103	162.0	0	180.0
271	271	0	8	171783			97.0	3000	176463	175429	529	414.0	414	[4, 3, 1, 4, 3]	[4, 3, 1, 4, 2, 3, 1, 2]	175015	A			103	89.0	0	121.0
272	272	1	8	178763	72.0	158.0	128.0	3000	183094	182254	840	461.0	461	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	181793	A	148.0	91.0	103	93.0	0	150.0
273	273	1	8	184628	99.0	149.0	120.0	3000	190471	189609	862	351.0	351	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	189258	A	147.0	113.0	103	101.0	0	133.0
274	274	1	8	192402	92.0	194.0	132.0	3000	197440	196569	871	836.0	836	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	195733	A	156.0	80.0	103	116.0	0	101.0
275	275	1	8	199072	633.0	203.0	77.0	3000	204056	202666	1390	464.0	464	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	202202	A	168.0	55.0	103	122.0	0	132.0
276	276	0	8	205688			144.0	3000	210395	209342	549	422.0	422	[3, 2, 4, 1, 3]	[3, 2, 4, 1, 2, 4, 3, 1]	208920	B			103	128.0	0	143.0
277	277	1	8	211400	117.0	174.0	127.0	3000	216400	215441	959	510.0	510	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	214931	A	192.0	83.0	103	150.0	0	116.0
278	278	1	8	218334	91.0	157.0	104.0	3000	222793	221981	812	417.0	417	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	221564	A	149.0	91.0	103	96.0	0	124.0
279	279	1	8	224629	60.0	126.0	96.0	3000	228953	228232	721	373.0	373	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	227859	A	136.0	77.0	103	102.0	0	124.0
